image_name,doctor_name,rating,timestamp
20200518092344_prediction.jpg,Bs Thảo,5,2025-09-19 10:45:36
20200612095415_prediction.jpg,Bs Thảo,4,2025-09-19 10:45:49
20200713101911_prediction.jpg,Bs Thảo,5,2025-09-19 10:45:55
20200713101932_prediction.jpg,Bs Thảo,5,2025-09-19 10:47:37
20201002084348_prediction.jpg,Bs Thảo,5,2025-09-19 10:47:44
20201002084350_prediction.jpg,Bs Thảo,5,2025-09-19 10:52:06
20201002084354_prediction.jpg,Bs Thảo,5,2025-09-19 10:52:35
20201002084456_prediction.jpg,Bs Thảo,4,2025-09-19 10:52:43
20201015102825_prediction.jpg,Bs Thảo,3,2025-09-19 10:52:59
20201016104136_prediction.jpg,Bs Thảo,5,2025-09-19 10:53:07
20201019081457_prediction.jpg,Bs Thảo,4,2025-09-19 10:54:52
20201022084954_prediction.jpg,Bs Thảo,5,2025-09-19 10:54:57
20201030143742_prediction.jpg,Bs Thảo,5,2025-09-19 10:55:02
20201103082546_prediction.jpg,Bs Thảo,4,2025-09-19 10:55:08
20201111095701_prediction.jpg,Bs Thảo,5,2025-09-19 10:55:18
20201112095405_prediction.jpg,Bs Thảo,4,2025-09-19 11:07:27
20201113143703_prediction.jpg,Bs Thảo,5,2025-09-19 11:07:32
20201117074304_prediction.jpg,Bs Thảo,5,2025-09-19 11:07:35
20201118094115_prediction.jpg,Bs Thảo,4,2025-09-19 11:07:45
20201127090915_prediction.jpg,Bs Thảo,5,2025-09-19 11:07:49
20201203080555_prediction.jpg,Bs Thảo,3,2025-09-19 11:07:56
20201203145500_prediction.jpg,Bs Thảo,5,2025-09-19 11:08:00
20201222102342_prediction.jpg,Bs Thảo,5,2025-09-19 11:10:23
20201229144100_prediction.jpg,Bs Thảo,3,2025-09-19 11:10:39
20210104131637_prediction.jpg,Bs Thảo,5,2025-09-19 11:10:44
20210104132234_prediction.jpg,Bs Thảo,5,2025-09-19 11:13:02
20210105092454_prediction.jpg,Bs Thảo,4,2025-09-19 11:14:05
20210105143915_prediction.jpg,Bs Thảo,3,2025-09-19 11:14:24
20210106081547_prediction.jpg,Bs Thảo,4,2025-09-19 11:15:52
20210107135519_prediction.jpg,Bs Thảo,2,2025-09-19 11:15:58
20210107140638_prediction.jpg,Bs Thảo,5,2025-09-19 11:16:18
20210108095300_prediction.jpg,Bs Thảo,5,2025-09-19 11:16:24
20210111101511_prediction.jpg,Bs Thảo,5,2025-09-19 11:17:42
20210111102643_prediction.jpg,Bs Thảo,5,2025-09-19 11:17:53
20210114074500_prediction.jpg,Bs Thảo,5,2025-09-19 11:17:57
20210118143008_prediction.jpg,Bs Thảo,5,2025-09-19 11:18:01
20210119093628_prediction.jpg,Bs Thảo,2,2025-09-19 11:18:08
20210121133656_prediction.jpg,Bs Thảo,3,2025-09-19 11:18:15
20210126091557_prediction.jpg,Bs Thảo,3,2025-09-19 11:18:20
20210129095847_prediction.jpg,Bs Thảo,5,2025-09-19 11:18:27
20210129101711_prediction.jpg,Bs Thảo,5,2025-09-19 11:19:22
20210201084721_prediction.jpg,Bs Thảo,4,2025-09-19 11:19:28
20210201141928_prediction.jpg,Bs Thảo,5,2025-09-19 11:19:37
20210208085538_prediction.jpg,Bs Thảo,5,2025-09-19 11:19:42
20210219100649_prediction.jpg,Bs Thảo,5,2025-09-19 11:21:07
20210219133908_prediction.jpg,Bs Thảo,3,2025-09-19 11:21:11
20210222141253_prediction.jpg,Bs Thảo,3,2025-09-19 11:21:27
20210223142814_prediction.jpg,Bs Thảo,3,2025-09-19 11:21:32
20210223142843_prediction.jpg,Bs Thảo,5,2025-09-19 11:27:35
20210223152348_prediction.jpg,Bs Thảo,3,2025-09-19 11:27:40
20210224133039_prediction.jpg,Bs Thảo,4,2025-09-19 11:27:51
20210225093104_prediction.jpg,Bs Thảo,5,2025-09-19 11:27:56
20210225101918_prediction.jpg,Bs Thảo,3,2025-09-19 11:28:00
20210225133948_prediction.jpg,Bs Thảo,3,2025-09-19 11:28:17
20210225135837_prediction.jpg,Bs Thảo,3,2025-09-19 11:28:23
20210301100851_prediction.jpg,Bs Thảo,5,2025-09-19 11:28:30
20210302150320_prediction.jpg,Bs Thảo,5,2025-09-19 11:28:36
20210324092529_prediction.jpg,Bs Thảo,5,2025-09-19 11:28:41
20210331093258_prediction.jpg,Bs Thảo,5,2025-09-19 11:28:44
20210331145312_prediction.jpg,Bs Thảo,5,2025-09-19 11:28:48
20210331150536_prediction.jpg,Bs Thảo,5,2025-09-19 11:28:53
20210401094826_prediction.jpg,Bs Thảo,4,2025-09-19 11:28:59
20210401094956_prediction.jpg,Bs Thảo,4,2025-09-19 11:30:37
20210401140835_prediction.jpg,Bs Thảo,4,2025-09-19 11:30:59
20210401141448_prediction.jpg,Bs Thảo,3,2025-09-19 11:31:23
20210401144731_prediction.jpg,Bs Thảo,4,2025-09-19 11:31:42
20210402145659_prediction.jpg,Bs Thảo,5,2025-09-19 11:31:50
20210405085042_prediction.jpg,Bs Thảo,3,2025-09-19 11:33:59
20210405143835_prediction.jpg,Bs Thảo,5,2025-09-19 11:34:04
20210406100150_prediction.jpg,Bs Thảo,3,2025-09-19 11:34:07
20210406140506_prediction.jpg,Bs Thảo,5,2025-09-19 11:34:15
20210407083453_prediction.jpg,Bs Thảo,3,2025-09-19 11:34:18
20210407150322_prediction.jpg,Bs Thảo,4,2025-09-19 11:34:47
20210413143316_prediction.jpg,Bs Thảo,5,2025-09-19 11:34:52
20210415135539_prediction.jpg,Bs Thảo,5,2025-09-19 11:34:59
20210419142846_prediction.jpg,Bs Thảo,5,2025-09-19 11:35:02
20210426084221_prediction.jpg,Bs Thảo,5,2025-09-19 11:35:05
20210426101651_prediction.jpg,Bs Thảo,5,2025-09-19 11:35:09
20210426132318_prediction.jpg,Bs Thảo,5,2025-09-19 11:35:12
20210427132908_prediction.jpg,Bs Thảo,5,2025-09-19 11:35:50
20210504090806_prediction.jpg,Bs Thảo,3,2025-09-19 11:36:13
20210504100817_prediction.jpg,Bs Thảo,5,2025-09-19 11:36:19
20210506073253_prediction.jpg,Bs Thảo,5,2025-09-19 11:36:24
20210507144433_prediction.jpg,Bs Thảo,3,2025-09-19 11:36:29
20210510141935_prediction.jpg,Bs Thảo,4,2025-09-19 11:36:39
20210512091210_prediction.jpg,Bs Thảo,5,2025-09-19 11:36:43
20210519101515_prediction.jpg,Bs Thảo,5,2025-09-19 11:36:46
20210519101606_prediction.jpg,Bs Thảo,5,2025-09-19 11:36:48
20210519102851_prediction.jpg,Bs Thảo,5,2025-09-19 11:36:51
20210521094131_prediction.jpg,Bs Thảo,5,2025-09-19 11:36:55
20210526133343_prediction.jpg,Bs Thảo,5,2025-09-19 11:36:59
20210915105933_prediction.jpg,Bs Thảo,4,2025-09-19 11:37:18
20210915110038_prediction.jpg,Bs Thảo,5,2025-09-19 11:37:22
20211012073507_prediction.jpg,Bs Thảo,5,2025-09-19 11:37:27
20211027132834_prediction.jpg,Bs Thảo,4,2025-09-19 11:37:32
20211027133111_prediction.jpg,Bs Thảo,5,2025-09-19 11:37:37
20211029092050_prediction.jpg,Bs Thảo,5,2025-09-19 11:37:46
20211103080720_prediction.jpg,Bs Thảo,5,2025-09-19 11:37:49
20211104105626_prediction.jpg,Bs Thảo,5,2025-09-19 11:37:52
20211130133846_prediction.jpg,Bs Thảo,5,2025-09-19 11:37:58
20200518092344_prediction.jpg,Bs Tiên,5,2025-09-22 13:43:41
20200612095415_prediction.jpg,Bs Tiên,5,2025-09-22 13:44:12
20200713101911_prediction.jpg,Bs Tiên,5,2025-09-22 13:44:39
20200713101932_prediction.jpg,Bs Tiên,5,2025-09-22 13:44:50
20201002084348_prediction.jpg,Bs Tiên,4,2025-09-22 13:45:01
20201002084350_prediction.jpg,Bs Tiên,4,2025-09-22 13:45:08
20201002084354_prediction.jpg,Bs Tiên,4,2025-09-22 13:45:14
20201002084456_prediction.jpg,Bs Tiên,5,2025-09-22 13:45:24
20201015102825_prediction.jpg,Bs Tiên,5,2025-09-22 13:45:32
20201016104136_prediction.jpg,Bs Tiên,5,2025-09-22 13:45:41
20201019081457_prediction.jpg,Bs Tiên,5,2025-09-22 13:45:48
20201022084954_prediction.jpg,Bs Tiên,4,2025-09-22 13:45:59
20201030143742_prediction.jpg,Bs Tiên,5,2025-09-22 13:46:12
20201103082546_prediction.jpg,Bs Tiên,3,2025-09-22 13:46:22
20201111095701_prediction.jpg,Bs Tiên,4,2025-09-22 13:46:52
20201112095405_prediction.jpg,Bs Tiên,4,2025-09-22 13:46:39
20201113143703_prediction.jpg,Bs Tiên,5,2025-09-22 13:47:03
20201117074304_prediction.jpg,Bs Tiên,5,2025-09-22 13:47:12
20201118094115_prediction.jpg,Bs Tiên,4,2025-09-22 13:47:21
20201127090915_prediction.jpg,Bs Tiên,4,2025-09-22 13:47:29
20201203080555_prediction.jpg,Bs Tiên,4,2025-09-22 13:47:35
20201203145500_prediction.jpg,Bs Tiên,4,2025-09-22 13:47:41
20201222102342_prediction.jpg,Bs Tiên,5,2025-09-22 13:47:47
20201229144100_prediction.jpg,Bs Tiên,3,2025-09-22 13:47:55
20210104131637_prediction.jpg,Bs Tiên,5,2025-09-22 13:48:01
20210104132234_prediction.jpg,Bs Tiên,5,2025-09-22 13:48:07
20210105092454_prediction.jpg,Bs Tiên,4,2025-09-22 13:48:17
20210105143915_prediction.jpg,Bs Tiên,3,2025-09-22 13:48:22
20210106081547_prediction.jpg,Bs Tiên,5,2025-09-22 13:48:32
20210107135519_prediction.jpg,Bs Tiên,4,2025-09-22 13:48:45
20210107140638_prediction.jpg,Bs Tiên,3,2025-09-22 13:48:52
20210108095300_prediction.jpg,Bs Tiên,5,2025-09-22 13:49:01
20210111101511_prediction.jpg,Bs Tiên,5,2025-09-22 13:49:06
20210111102643_prediction.jpg,Bs Tiên,5,2025-09-22 13:49:11
20210114074500_prediction.jpg,Bs Tiên,5,2025-09-22 13:49:16
20210118143008_prediction.jpg,Bs Tiên,5,2025-09-22 13:49:22
20210119093628_prediction.jpg,Bs Tiên,4,2025-09-22 13:49:34
20210121133656_prediction.jpg,Bs Tiên,4,2025-09-22 13:49:43
20210126091557_prediction.jpg,Bs Tiên,3,2025-09-22 13:49:47
20210129095847_prediction.jpg,Bs Tiên,4,2025-09-22 13:49:53
20210129101711_prediction.jpg,Bs Tiên,4,2025-09-22 13:49:59
20210201084721_prediction.jpg,Bs Tiên,4,2025-09-22 13:50:11
20210201141928_prediction.jpg,Bs Tiên,5,2025-09-22 13:50:22
20210208085538_prediction.jpg,Bs Tiên,4,2025-09-22 13:50:27
20210219100649_prediction.jpg,Bs Tiên,4,2025-09-22 13:50:37
20210219133908_prediction.jpg,Bs Tiên,3,2025-09-22 13:50:45
20210222141253_prediction.jpg,Bs Tiên,5,2025-09-22 13:50:52
20210223142814_prediction.jpg,Bs Tiên,3,2025-09-22 13:50:56
20210223142843_prediction.jpg,Bs Tiên,4,2025-09-22 13:51:02
20210223152348_prediction.jpg,Bs Tiên,3,2025-09-22 13:51:10
20210224133039_prediction.jpg,Bs Tiên,4,2025-09-22 13:51:16
20210225093104_prediction.jpg,Bs Tiên,4,2025-09-22 13:51:22
20210225101918_prediction.jpg,Bs Tiên,3,2025-09-22 13:51:31
20210225133948_prediction.jpg,Bs Tiên,3,2025-09-22 13:51:47
20210225135837_prediction.jpg,Bs Tiên,3,2025-09-22 13:51:54
20210301100851_prediction.jpg,Bs Tiên,5,2025-09-22 13:52:06
20210302150320_prediction.jpg,Bs Tiên,5,2025-09-22 13:52:13
20210324092529_prediction.jpg,Bs Tiên,5,2025-09-22 13:52:19
20210331093258_prediction.jpg,Bs Tiên,5,2025-09-22 13:52:24
20210331145312_prediction.jpg,Bs Tiên,5,2025-09-22 13:52:28
20210331150536_prediction.jpg,Bs Tiên,5,2025-09-22 13:52:31
20210401094826_prediction.jpg,Bs Tiên,5,2025-09-22 13:52:36
20210401094956_prediction.jpg,Bs Tiên,5,2025-09-22 13:52:41
20210401140835_prediction.jpg,Bs Tiên,3,2025-09-22 13:52:45
20210401141448_prediction.jpg,Bs Tiên,3,2025-09-22 13:52:49
20210401144731_prediction.jpg,Bs Tiên,3,2025-09-22 13:52:53
